"index","book_id","book_title","publication_info","author","num_ratings","num_reviews","average_rating","publication_date"
12214,11539233,"A Storm of Swords 2: Blood and Gold","First published ","George R.R. Martin",97364,2900,"4.55","2000-08-08"
12215,11544421,"Magic Rises","First published ","Ilona Andrews",58617,3903,"4.45","2013-07-30"
12216,11544466,"Breathe","First published ","Sarah Crossan",17859,1882,"3.68","2012-10-02"
12217,11553583,"Prokleta avlija","First published ","Ivo Andrić",10001,345,"4.26","1954-01-01"
12218,11559200,"Shadow of Night","First published ","Deborah Harkness",242408,19289,"4.08","2012-07-10"
12219,11561469,"Reason to Breathe","First published ","Rebecca    Donovan",93234,6331,"4.21","2011-05-10"
12220,11563110,"Hallowed","First published ","Cynthia Hand",75162,4327,"4.09","2012-01-17"
12221,11592779,"A Love Story How God Pursued Me and Found Me: An Impossibly True Story","First published ","Samantha Ryan Chandler",271,50,"4.12","2011-02-25"
12222,11594257,"Under the Never Sky","First published ","Veronica Rossi",114257,9067,"3.99","2011-12-01"
12223,11594337,"The One and Only Ivan","First published ","Katherine Applegate",187980,18315,"4.27","2012-01-17"
12224,11607446,"The Wishing Spell","First published ","Chris Colfer",142493,11475,"4.25","2012-07-17"
12225,11614718,"Delirium","First published ","Lauren Oliver",467162,28713,"3.95","2011-02-03"
12226,11642896,"A Day with a Perfect Stranger","First published ","David Gregory",1401,163,"4.08","2006-01-01"
12227,11646800,"Shatter","First published ","Michael Robotham",11460,1040,"4.14","2008-01-01"
12229,11661245,"Shakespeare's Wife","First published ","Germaine Greer",1085,214,"3.45","2007-01-01"
12230,11662261,"Strange Tales from a Chinese Studio","First published ","Pu Songling",2039,216,"4.08","1740-01-01"
12231,11665750,"At Peace","First published ","Kristen Ashley",29799,2184,"4.46","2011-05-02"
12232,11688630,"....Și la sfârșit a mai rămas coșmarul","First published ","Oliviu Crâznic",212,41,"4.44","2010-01-01"
12233,11689263,"Alice the Brave","First published ","Phyllis Reynolds Naylor",1796,81,"3.92","1995-05-01"
12234,11710373,"Written in My Own Heart's Blood","First published ","Diana Gabaldon",128049,8323,"4.55","2014-06-10"
12235,11715062,"கி.மு - கி.பி [Ki.Mu Ki.Pi]","First published ","Madhan",2218,169,"4.06","2006-01-01"
12236,11721314,"Meant to Be","First published ","Lauren Morrill",16601,2146,"3.69","2012-11-13"
12237,11721966,"Good Strategy Bad Strategy: The Difference and Why It Matters","First published ","Richard P. Rumelt",14419,1054,"4.13","2011-01-01"
12238,11732634,"Smokin' Seventeen","First published ","Janet Evanovich",84702,5426,"3.98","2011-06-21"
12239,11733898,"Torment","First published ","Lindsay Anne Kendal",346,31,"4.00","2011-10-31"
12240,11733930,"Revelations","First published ","Lindsay Anne Kendal",281,12,"4.07","2013-05-07"
12241,11734251,"Death of Kings","First published ","Bernard Cornwell",30881,1276,"4.31","2011-01-01"
12242,11735983,"Insurgent","First published ","Veronica Roth",1505348,63676,"3.97","2012-05-01"
12243,11737311,"The Treachery of Beautiful Things","First published ","Ruth Frances Long",5663,706,"3.81","2012-08-16"
12244,11737700,"Fade","First published ","Ais",2897,372,"4.56","2011-04-02"
12245,11742691,"The Hunger Games: Official Illustrated Movie Companion","First published ","Kate Egan",197348,432,"4.52","2012-02-07"
12246,11750648,"Spy School","First published ","Stuart Gibbs",31625,1902,"4.10","2012-03-06"
12247,11756117,"Moonblood","First published ","Anne Elisabeth Stengl",985,113,"4.34","2012-04-01"
12248,11765920,"The Calling","First published ","Kelley Armstrong",35064,1925,"4.08","2012-04-05"
12249,11777020,"Headhunters","First published ","Jo Nesbø",37225,2568,"3.80","2008-01-01"
12250,11797365,"Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West","First published ","Blaine Harden",67653,6049,"4.00","2012-03-29"
12251,11805486,"Number 13","First published ","M.G. Wells",256,82,"4.14","2010-11-10"
12252,11806716,"Blackout","First published ","Mira Grant",22975,1989,"4.08","2012-05-22"
12253,11808950,"Sweet Evil","First published ","Wendy Higgins",77069,5609,"4.08","2012-05-01"
12254,11821566,"Tinker Tailor Soldier Spy","First published ","John le Carré",95052,5494,"4.06","1974-04-01"
12255,11830394,"2312","First published ","Kim Stanley Robinson",20379,2606,"3.52","2012-05-22"
12256,11848986,"Tarzan of the Apes/The Return of Tarzan","First published ","Edgar Rice Burroughs",341,24,"4.10","1995-01-01"
12257,11851522,"The Complete Works of H.P. Lovecraft","First published ","H.P. Lovecraft",17943,538,"4.35","1978-11-01"
12258,11857408,"Fifty Shades Darker","First published ","E.L. James",913454,30857,"3.83","2011-09-13"
12259,11861062,"Starters","First published ","Lissa Price",44198,4520,"3.88","2012-03-12"
12260,11861815,"Winger","First published ","Andrew  Smith",22789,4209,"4.04","2013-05-14"
12261,11864728,"The Rising","First published ","Kelley Armstrong",24598,1709,"4.12","2013-04-02"
12262,11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","First published ","Katherine Boo",110029,11768,"3.98","2012-04-08"
12263,11870085,"The Fault in Our Stars","First published ","John Green",5166085,179341,"4.14","2012-01-10"
12264,11882171,"Touch","First published ","Jus Accardo",14702,1065,"3.80","2011-10-01"
12265,11887020,"American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History","First published ","Chris Kyle",132501,8675,"4.03","2012-01-03"
12266,11925514,"Code Name Verity","First published ","Elizabeth Wein",119075,16260,"4.01","2012-02-06"
12267,11946245,"Nevermore","First published ","James Patterson",38310,2831,"3.89","2012-08-06"
12268,11947156,"Prince of Wolves","First published ","Quinn Loftis",39030,2947,"4.03","2011-06-29"
12269,11947829,"Ascend","First published ","Amanda Hocking",64640,3829,"4.08","2012-04-24"
12270,11952268,"Doomed","First published ","Jayde Scott",1968,137,"3.94","2011-07-01"
12271,11966216,"Torn","First published ","Amanda Hocking",70419,3398,"4.03","2010-11-15"
12272,11971408,"Houtekiet","First published ","Gerard Walschap",755,29,"3.38","1939-01-01"
12273,11980440,"I am Cyrus: The Story of the Real Prince of Persia","First published ","Alexander Jovy",97,16,"4.01","2011-10-17"
12274,11983940,"Scarlet","First published ","A.C. Gaughen",24782,2866,"3.93","2012-02-14"
12275,11988046,"Pivot Point","First published ","Kasie West",29445,3862,"4.07","2013-02-12"
12276,11999940,"Look Into My Eyes","First published ","Lauren Child",8224,685,"4.22","2011-09-01"
12277,12000020,"Aristotle and Dante Discover the Secrets of the Universe","First published ","Benjamin Alire Sáenz",605292,72819,"4.31","2012-02-21"
12278,12012999,"Golden Trail","First published ","Kristen Ashley",21230,1228,"4.31","2011-07-05"
12279,12020927,"Blood in the Skies","First published ","G.D. Falksen",245,37,"3.69","2011-07-01"
12280,12027429,"Scent of Magic","First published ","Maria V. Snyder",24125,1541,"4.12","2012-12-18"
12281,12030849,"New England Witch Chronicles","First published ","Chelsea Luna",1316,146,"4.00","2011-06-29"
12282,12033455,"I've Got Your Number","First published ","Sophie Kinsella",227523,14642,"3.94","2011-11-02"
12283,12039534,"Creatura","First published ","Nely Cab",1624,347,"3.83","2011-06-01"
12284,12042088,"Seducing the Myth","First published ","Lucy Felthouse",45,11,"3.91","2011-08-01"
12285,12042279,"Darker After Midnight","First published ","Lara Adrian",19509,1124,"4.37","2012-01-24"
12286,12043770,"Third Grave Dead Ahead","First published ","Darynda Jones",45570,3341,"4.35","2012-01-31"
12287,12054315,"The Charm School","First published ","Nelson DeMille",38283,1674,"4.28","1988-04-01"
12288,12058694,"A Sunny Morning, A Comedy of Madrid","First published ","Serafín Álvarez Quintero",72,18,"3.50","2015-08-08"
12289,12063467,"Fury","First published ","Laurann Dohner",32632,2049,"4.10","2011-07-27"
12290,12104710,"The Last Seal","First published ","Richard Denning",24,18,"4.00","2009-12-21"
12291,12117791,"The Ignatius Bible: Revised Standard Version, Second Catholic Edition","First published ","Anonymous",1750,102,"4.72","1966-01-01"
12292,12127750,"The Mark of Athena","First published ","Rick Riordan",605477,25891,"4.47","2012-10-02"
12293,12127810,"The House of Hades","First published ","Rick Riordan",418060,23009,"4.57","2013-10-08"
12294,12146528,"Gazing into the Eternal: Reflections upon a Deeper Purpose to Living","First published ","Belsebuub",142,21,"4.22","2009-01-01"
12295,12156320,"Historias y poemas de una lucha de clases","First published ","Roque Dalton",169,11,"4.40","1980-01-01"
12296,12157365,"Unraveling","First published ","Elizabeth Norris",18435,1908,"3.83","2012-04-24"
12297,12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty","First published ","Daron Acemoğlu",50251,4578,"4.08","2012-03-01"
12298,12162807,"Ain't No Dust in Heaven","First published ","Jean  Clarke",1,0,"5.00","2003-05-28"
12299,12177850,"A Song of Ice and Fire","First published ","George R.R. Martin",60660,1826,"4.60","2000-01-01"
12300,12180581,"Switched","First published ","Amanda Hocking",100082,7237,"3.87","2010-07-05"
12301,12216302,"Cold Days","First published ","Jim Butcher",100281,5301,"4.48","2012-11-27"
12302,12223880,"Vindima","First published ","Miguel Torga",151,10,"4.16","1945-01-01"
12303,12231218,"Kin","First published ","Kealan Patrick Burke",5024,923,"3.88","2011-01-01"
12304,12232938,"The Lovely Bones","First published ","Alice Sebold",2360039,46667,"3.85","2002-07-03"
12305,12240419,"Table 21","First published ","T. Rafael Cimino",439,57,"3.68","2011-06-11"
12306,12254379,"1Q84 #1-2","First published ","Haruki Murakami",24552,1928,"4.09","2009-05-29"
12307,12257347,"Slade","First published ","Laurann Dohner",23104,1168,"4.17","2011-08-19"
12308,12260599,"Huey Lambert's Walking Nuclear Circus","First published ","Jonathan Culver",25,8,"3.64","2008-11-11"
12309,12260642,"I am an Island","First published ","Jonathan Culver",24,2,"3.75","2011-01-01"
12310,12262741,"Wild: From Lost to Found on the Pacific Crest Trail","First published ","Cheryl Strayed",800820,47075,"4.06","2012-03-20"
12311,12274389,"The Dark Tower Series: Books 1-7","First published ","Stephen King",11944,438,"4.62","2005-01-01"
12312,12279098,"The God Complex","First published ","Chris Titus",1481,42,"3.72","2011-06-23"
12313,12283261,"Between the Lines","First published ","Jodi Picoult",46156,5921,"3.57","2012-06-26"
12314,12287209,"Wool","First published ","Hugh Howey",97269,5664,"4.13","2011-07-29"
12315,12291438,"The Madman's Daughter","First published ","Megan Shepherd",24349,3766,"3.68","2013-01-29"
12316,12292002,"Cinema of Shadows","First published ","Michael  West",324,61,"3.73","2011-08-09"
12317,12294652,"My Life Next Door","First published ","Huntley Fitzpatrick",152440,10497,"3.97","2012-06-14"
12318,12299419,"Mystery Man","First published ","Kristen Ashley",72273,5021,"4.20","2011-07-11"
12319,12317217,"Twice Upon a Time","First published ","James  Riley",4403,265,"4.33","2012-04-24"
12320,12319445,"Shōgun, Volume 1","First published ","James Clavell",10299,371,"4.55","1975-01-01"
12321,12319459,"Shōgun, Volume 2","First published ","James Clavell",7018,189,"4.63","1975-01-01"
12322,12331767,"High-Rise","First published ","J.G. Ballard",33284,3346,"3.61","1975-11-01"
12323,12334377,"Hopeless Magic","First published ","Rachel Higginson",8691,475,"4.21","2011-08-06"
12324,12341557,"The Wind Through the Keyhole","First published ","Stephen King",84006,6212,"4.14","2012-02-21"
12325,12351649,"Perfection","First published ","R.L. Mathewson",65684,3043,"4.12","2011-08-26"
12326,12360292,"Some Time Never: A Fable for Supermen","First published ","Roald Dahl",168,22,"3.26","1948-01-01"
12327,12360719,"Once Were Warriors","First published ","Alan Duff",3444,319,"3.98","1990-01-01"
12328,12368985,"Consequences","First published ","Aleatha Romig",41745,5888,"3.91","2011-08-03"
12329,12369942,"Endless","First published ","Jessica Shirvington",10556,784,"4.51","2012-08-28"
12330,12381269,"Deadlocked","First published ","Charlaine Harris",102686,7240,"3.73","2012-05-01"
12331,12383869,"Sever","First published ","Lauren DeStefano",26698,2600,"3.78","2013-02-12"
12332,12384186,"Metamorfosis en el cielo","First published ","Mathias Malzieu",3130,332,"3.63","2011-03-16"
12333,12384322,"Narcopolis","First published ","Jeet Thayil",7572,883,"3.43","2012-01-31"
12334,12384984,"See You at Harry's","First published ","Jo Knowles",13584,1815,"4.13","2012-05-01"
12335,12386312,"Ανθρωποφύλακες","First published ","Περικλής Κοροβέσης",651,53,"4.70","1969-01-01"
12336,12389698,"Cat's Eye","First published ","T.L. Shreffler",178,11,"4.39","2008-02-22"
12337,12391521,"The Psychopath Test: A Journey Through the Madness Industry","First published ","Jon Ronson",149230,8413,"3.95","2011-05-12"
12338,12393909,"Revealing Eden","First published ","Victoria Foyt",983,372,"2.00","2011-10-01"
12339,12394068,"A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets","First published ","James Bowen",55687,5745,"3.98","2012-03-01"
12340,12394246,"Pegasus and the New Olympians","First published ","Kate O'Hearn",5822,216,"4.40","2012-02-02"
12341,12397415,"A Legacy of Madness: Recovering My Family from Generations of Mental Illness","First published ","Tom   Davis",1384,22,"3.66","2011-09-01"
12342,12401556,"The Age of Miracles","First published ","Karen Thompson Walker",92421,12552,"3.66","1989-01-01"
12343,12411292,"బారిష్టర్ పార్వతీశం [Barrister Parvateesam]","First published ","Mokkapati Narasimha Sastry",2664,191,"4.28","1924-01-01"
12344,12413949,"White Girl Problems","First published ","Babe Walker",11676,1099,"3.75","2012-01-01"
12345,12425532,"Of Poseidon","First published ","Anna Banks",50508,4804,"3.99","2012-05-22"
12346,12432220,"The False Prince","First published ","Jennifer A. Nielsen",96947,11462,"4.23","2012-04-01"
12347,12432550,"Valiant","First published ","Laurann Dohner",23629,1153,"4.29","2011-09-14"
12348,12439057,"Echo","First published ","Alyson Noel",7270,499,"3.88","2012-11-01"
12349,12439061,"Mystic","First published ","Alyson Noel",5111,278,"3.98","2013-05-07"
12350,12458287,"The Golden Dynasty","First published ","Kristen Ashley",32083,3078,"4.34","2011-08-22"
12351,12476820,"Partials","First published ","Dan Wells",58690,4872,"3.93","2012-02-28"
12352,12499290,"The Blinding Knife","First published ","Brent Weeks",87814,3018,"4.41","2012-09-01"
12353,12507214,"Girl of Nightmares","First published ","Kendare Blake",31670,3821,"3.84","2012-08-07"
12354,12513614,"Captive in the Dark","First published ","C.J. Roberts",72552,6477,"3.94","2011-08-29"
12355,12518734,"Something Witchy This Way Comes","First published ","Veronica Blade",633,98,"3.82","2011-09-03"
12356,12522507,"Hidden","First published ","Sophie Jordan",20662,1714,"3.83","2012-09-11"
12357,12546045,"Hidden Treasures in the Book of Job: How the Oldest Book in the Bible Answers Today's Scientific Questions","First published ","Hugh Ross",609,79,"4.26","2004-09-30"
12358,12554628,"Donde los árboles cantan","First published ","Laura Gallego",22900,2186,"4.23","2011-01-01"
12359,12558285,"Splintered","First published ","A.G. Howard",63912,8702,"3.90","2013-01-01"
12360,12576579,"Night School","First published ","C.J. Daugherty",26093,2221,"4.07","2012-12-09"
12361,12578077,"Obsidian","First published ","Jennifer L. Armentrout",283042,20827,"4.14","2011-11-29"
12362,12588363,"Fallen in Love","First published ","Lauren Kate",46224,2016,"3.75","2012-01-24"
12363,12605410,"The Secret Circle: The Initiation and The Captive Part I","First published ","L.J. Smith",23922,1155,"3.95","2008-07-22"
12364,12609433,"The Power of Habit: Why We Do What We Do in Life and Business","First published ","Charles Duhigg",509832,22702,"4.13","2012-04-25"
12365,12614410,"The Lost Prince","First published ","Julie Kagawa",28065,2500,"4.03","2012-10-23"
12366,12615008,"Revolution 2020: Love, Corruption, Ambition","First published ","Chetan Bhagat",63856,2403,"3.11","2011-01-01"
12367,12617758,"The Expats","First published ","Chris  Pavone",37165,4436,"3.50","2012-03-06"
12368,12632143,"You Shall Never Know Security","First published ","J.R. Hamantaschen",381,143,"3.87","2011-01-01"
12369,12637490,"Goddess Interrupted","First published ","Aimee Carter",31669,2276,"3.99","2012-03-27"
12370,12640991,"Weird Things Customers Say in Bookshops","First published ","Jen Campbell",28903,5568,"3.74","2012-01-01"
12371,12647642,"Love Unrehearsed","First published ","Tina Reber",44920,1871,"4.25","2012-09-14"
12372,12652457,"The Broken Eye","First published ","Brent Weeks",63958,2605,"4.45","2014-08-26"
12373,12663646,"Hana","First published ","Lauren Oliver",23828,1968,"3.63","2011-12-19"
12374,12666103,"A Face Like Glass","First published ","Frances Hardinge",8324,1400,"4.18","2012-05-01"
12375,12667194,"Accordance","First published ","Shelly Crane",28750,1142,"4.26","2011-09-15"
12376,12672173,"Blood Thirst","First published ","L.A. Freed",74,18,"4.16","1989-01-01"
12377,12677913,"Tiger's Destiny","First published ","Colleen Houck",26808,2247,"4.37","2012-07-01"
12378,12680907,"Bitterblue","First published ","Kristin Cashore",118711,9274,"4.00","2012-05-01"
12379,12680993,"Taken by Storm","First published ","Jennifer Lynn Barnes",7591,709,"4.11","2012-05-01"
12380,12681233,"Revived","First published ","Cat Patrick",9386,1145,"3.78","2012-05-08"
12381,12700353,"Me and Earl and the Dying Girl","First published ","Jesse Andrews",142395,15252,"3.51","2012-03-01"
12382,12701339,"Talisman of El","First published ","Alecia Stone",535,206,"3.95","2012-01-01"
12384,12715345,"Enjambre Sutil: Cuentos","First published ","Jose Dellepiane",15,2,"4.53","2009-07-28"
12385,12716010,"Rapture","First published ","Lauren Kate",119315,6134,"3.99","2012-06-12"
12386,12716613,"The Witness","First published ","Nora Roberts",84508,5923,"4.24","2012-04-17"
12387,12743472,"Slated","First published ","Teri Terry",31653,3213,"4.07","2012-05-03"
12388,12751687,"Finale","First published ","Becca Fitzpatrick",175973,9523,"4.12","2012-10-01"
12389,12753231,"Monument 14","First published ","Emmy Laybourne",24090,3175,"3.90","2012-06-05"
12390,12792658,"UnSouled","First published ","Neal Shusterman",35372,2975,"4.23","2013-10-15"
12391,12810834,"172 Hours on the Moon","First published ","Johan Harstad",13964,3094,"3.54","2008-09-15"
12392,12812550,"Days of Blood & Starlight","First published ","Laini Taylor",164107,15713,"4.14","2012-11-06"
12393,12813630,"The Coldest Girl in Coldtown","First published ","Holly Black",72428,9919,"3.84","2013-09-03"
12394,12815286,"An Unsung Hero: Tom Crean - Antarctic Survivor","First published ","Michael  Smith",1887,172,"4.51","2000-09-01"
12395,12820360,"Edenbrooke","First published ","Julianne Donaldson",54587,10371,"4.33","2012-03-27"
12396,12829446,"Fated","First published ","Alyson Noel",18262,1671,"3.67","2012-01-01"
12397,12842134,"Just One Year","First published ","Gayle Forman",43989,4224,"3.88","2013-10-10"
12398,12842828,"Keeper of the Lost Cities","First published ","Shannon Messenger",79919,8388,"4.42","2012-10-02"
12399,12846479,"Destined","First published ","Aprilynne Pike",24305,1757,"4.17","2012-05-01"
12400,12849385,"The Innocent","First published ","David Baldacci",106562,5603,"4.17","2012-04-17"
12401,12853168,"Sliding on the Snow Stone","First published ","Andy Szpuk",1216,58,"3.70","2011-09-21"
12402,12862611,"As Dead As It Gets","First published ","Katie Alender",8494,707,"4.34","2012-05-15"
12403,12866426,"Taken at Dusk","First published ","C.C. Hunter",50523,1665,"4.28","2012-04-10"
12404,12868761,"Let's Pretend This Never Happened: A Mostly True Memoir","First published ","Jenny  Lawson",193450,19801,"3.90","2012-04-17"
12405,12873027,"Princess of the Silver Woods","First published ","Jessica Day George",13249,1184,"4.06","2012-12-11"
12406,12875258,"Tell the Wolves I'm Home","First published ","Carol Rifka Brunt",143488,16032,"4.03","2012-06-19"
12407,12875436,"Anew","First published ","Chelsea Fine",14221,979,"3.91","2011-12-05"
12408,12881141,"Wild Man","First published ","Kristen Ashley",44308,2573,"4.17","2011-10-05"
12409,12885649,"The Hunger Games","First published ","Suzanne Collins",8719855,219534,"4.34","2008-09-14"
12410,12886599,"Born of Silence","First published ","Sherrilyn Kenyon",11902,792,"4.49","2012-05-01"
12411,12891107,"King of Thorns","First published ","Mark  Lawrence",66414,3223,"4.18","2012-08-01"
12412,12893742,"The Serpent's Shadow","First published ","Rick Riordan",164105,6818,"4.28","2012-05-01"
12413,12908877,"Until I Die","First published ","Amy Plum",28823,2062,"4.16","2012-05-08"
12414,12922320,"Criminal","First published ","Karin Slaughter",57139,3773,"4.27","2012-07-03"
12415,12924253,"Once","First published ","Anna Carey",19815,1272,"3.88","2012-07-03"
12416,12925063,"Inescapable","First published ","Amy A. Bartol",38047,2376,"4.03","2013-04-27"
12417,12926063,"Skagboys","First published ","Irvine Welsh",16387,749,"4.05","2012-04-19"
12418,12926804,"One for the Murphys","First published ","Lynda Mullaly Hunt",31889,3298,"4.33","2012-05-10"
12419,12935956,"Arranged","First published ","Catherine McKenzie",9478,1242,"3.68","2010-12-28"
12420,12954620,"Falling Kingdoms","First published ","Morgan Rhodes",60965,8349,"3.78","2012-12-11"
12421,12958487,"Lady Luck","First published ","Kristen Ashley",39671,2458,"4.40","2011-10-22"
12422,12959086,"The Demigod Diaries","First published ","Rick Riordan",61624,2669,"4.13","2012-08-14"
12423,12959233,"Winter of the World","First published ","Ken Follett",161997,9145,"4.37","2012-09-18"
12424,12961307,"Justice","First published ","Laurann Dohner",20877,948,"4.27","2011-11-01"
12425,12962345,"Earth Girl","First published ","Janet  Edwards",5667,812,"3.83","2012-08-16"
12426,12963146,"Short-Straw Bride","First published ","Karen Witemeyer",14236,1339,"4.20","2012-07-09"
12427,12963457,"The Devil's Eyes","First published ","Jennifer Loren",3795,280,"3.85","2011-10-22"
12428,12968828,"Torn","First published ","Cat Clarke",4073,417,"3.83","2011-09-22"
12429,12969140,"Persona normal","First published ","Benito Taibo",28081,5127,"4.39","2011-01-01"
12430,12971616,"The Rise of Nine","First published ","Pittacus Lore",107991,4958,"4.17","2012-08-21"
12431,12976792,"Bob Powell's Terror","First published ","Bob Powell",76,12,"4.12","2011-11-29"
12432,12977172,"Spark","First published ","Brigid Kemmerer",17383,1435,"4.13","2012-08-22"
12433,12982393,"Dare Me","First published ","Megan Abbott",28828,3952,"3.23","2012-05-10"
12435,12987376,"Σήμα κινδύνου","First published ","Antonis Samarakis",398,24,"4.14","1959-01-01"
12436,12991188,"Train Dreams","First published ","Denis Johnson",24197,2986,"3.90","2002-01-01"
12437,12995284,"Dreamless","First published ","Josephine Angelini",44321,2533,"4.17","2012-05-29"
12438,12998057,"Captain Vorpatril's Alliance","First published ","Lois McMaster Bujold",16205,1447,"4.20","2012-11-06"
12439,12999306,"The Goddess Hunt","First published ","Aimee Carter",9489,548,"3.80","2012-03-01"
12440,13002545,"Fugle omkring fyret","First published ","Jacob Paludan",19,3,"3.95","1929-01-01"
12441,13003565,"The Invaders","First published ","John Flanagan",23466,722,"4.39","2012-01-01"
12442,13008724,"Vampires Adversaries","First published ","Pet Torres",11,0,"4.00","2009-04-13"
12443,13010310,"The Sounding","First published ","Carrie Salo",138,42,"4.09","2014-02-11"
12444,13035035,"The Betrayal Knows My Name, Volume 04","First published ","Hotaru Odagiri",729,21,"4.39","2008-06-26"
12445,13035391,"Creeping Death from Neptune: Horror and Science Fiction Comics","First published ","Basil Wolverton",75,13,"4.32","2012-05-28"
12446,13038680,"Poughkeepsie","First published ","Debra Anastasia",12488,1634,"3.91","2011-11-20"
12447,13047090,"Onyx","First published ","Jennifer L. Armentrout",182160,11715,"4.24","2012-08-14"
12448,13047567,"Chaos Walking: A Trilogy","First published ","Patrick Ness",4711,322,"4.46","2010-01-01"
12449,13049981,"Boundless","First published ","Cynthia Hand",46562,4025,"4.12","2013-01-22"
12450,13055592,"Redshirts","First published ","John Scalzi",107648,11826,"3.86","2012-06-05"
12451,13056159,"The Chaperone","First published ","Laura Moriarty",62852,6291,"3.87","2012-01-01"
12452,13056511,"Heaven","First published ","Alexandra Adornetto",18780,1225,"3.87","2012-08-21"
12453,13060619,"Horae Homileticae (Volume 14); Or, Discourses (Principally in the Form of Skeletons) Now First Digested Into One Continued Series and Forming a","First published ","Charles Simeon",0,0,"0.00","2010-01-10"
12454,13061500,"Awaken","First published ","Meg Cabot",14071,1055,"3.91","2013-07-02"
12455,13062645,"Poseidon’s Children","First published ","Michael  West",435,67,"3.51","2012-03-01"
12456,13069935,"Ask the Passengers","First published ","A.S. King",25073,2736,"3.85","2012-10-23"
12457,13070346,"Blood Rites","First published ","Quinn Loftis",22109,997,"4.39","2011-11-18"
12459,13088498,"Nerve","First published ","Jeanne Ryan",27533,3661,"3.30","2012-09-13"
12460,13089710,"The Kill Order","First published ","James Dashner",227087,11716,"3.71","2012-08-14"
12461,13094181,"Thirst","First published ","Andrey Gelasimov",598,75,"3.52","1999-12-31"
12462,13099738,"Steal Like an Artist: 10 Things Nobody Told You About Being Creative","First published ","Austin Kleon",293227,9062,"3.96","2012-02-28"
12463,13104080,"Unravel Me","First published ","Tahereh Mafi",553594,51778,"4.14","2013-02-05"
12464,13105527,"I Wrote This For You","First published ","pleasefindthis",20377,1816,"4.09","2011-12-14"
12465,13107655,"Brawn","Published ","Laurann Dohner",19363,824,"4.18","2011-12-27"
12466,13107661,"Wrath","First published ","Laurann Dohner",17772,684,"4.21","2012-03-06"
12467,13107852,"Death and What Comes Next","First published ","Terry Pratchett",3674,260,"4.11","2002-01-01"
12468,13108226,"Avogadro Corp","First published ","William Hertling",6129,493,"3.83","2011-11-19"
12469,13119818,"What the Heart Wants","First published ","Kelli McCracken",2700,357,"3.76","2011-11-26"
12470,13121935,"Under Western Eyes","First published ","Joseph Conrad",3236,314,"3.70","1911-01-01"
12471,13125234,"Twice Tempted","First published ","Jeaniene Frost",43375,2744,"4.26","2013-03-26"
12472,13125947,"Reached","First published ","Ally Condie",167744,12054,"3.54","2012-11-13"
12473,13138635,"These Broken Stars","First published ","Amie Kaufman",69872,8985,"3.89","2013-12-10"
12474,13139100,"A Bite's Tale","First published ","Veronica Blade",419,97,"3.78","2012-01-04"
12475,13147230,"The Long Earth","First published ","Terry Pratchett",59247,5403,"3.78","2012-06-21"
12476,13148921,"Bloodline","First published ","James Rollins",23497,1366,"4.24","2012-06-26"
12477,13151129,"Earth Unaware","First published ","Orson Scott Card",55502,1592,"3.98","2012-07-01"
12478,13152194,"Tiny Beautiful Things: Advice on Love and Life from Dear Sugar","First published ","Cheryl Strayed",124770,12296,"4.17","2012-07-10"
12479,13152282,"The Extraordinary Education of Nicholas Benedict","First published ","Trenton Lee Stewart",18211,1478,"4.36","2012-04-10"
12480,13152998,"Home","First published ","Toni Morrison",25373,3174,"3.82","2012-05-08"
12481,13153370,"My Policeman","First published ","Bethan Roberts",80288,10824,"4.01","2012-02-02"
12482,13153693,"Ghettoside: A True Story of Murder in America","First published ","Jill Leovy",18936,2093,"4.07","2015-01-27"
12483,13154150,"Attack on Titan, Vol. 1","First published ","Hajime Isayama",243692,4858,"4.47","2010-03-17"
12484,13158800,"The Light Between Oceans","First published ","M.L. Stedman",459276,38093,"4.04","2012-03-20"
12485,13165142,"The Hunger Angel","First published ","Herta Müller",6228,747,"3.90","2009-01-01"
12486,13167796,"A Dog's Journey","Published ","W. Bruce Cameron",30821,3418,"4.40","2012-05-08"
12487,13170596,"Fragments","First published ","Dan Wells",26781,1981,"4.10","2013-02-26"
12488,13170607,"Edge of Dawn","First published ","Lara Adrian",12797,1149,"4.23","2013-01-22"
12489,13183957,"Shadows","First published ","Jennifer L. Armentrout",42356,3345,"4.10","2012-02-20"
12490,13184992,"Rock Chick Regret","First published ","Kristen Ashley",31982,1733,"4.53","2011-12-09"
12491,13188676,"Ignite Me","First published ","Tahereh Mafi",484933,51977,"4.47","2014-02-04"
12492,13206760,"Scarlet","First published ","Marissa Meyer",422266,39114,"4.24","2013-02-05"
12493,13206828,"Cress","First published ","Marissa Meyer",370993,33807,"4.41","2014-02-04"
12494,13206900,"Winter","First published ","Marissa Meyer",281220,31871,"4.42","2015-11-10"
12495,13212225,"A Naked Singularity","First published ","Sergio de la Pava",2716,400,"4.12","2008-10-14"
12496,13222282,"The Manson File: Myth and Reality of an Outlaw Shaman","First published ","Nikolas Schreck",344,70,"4.16","1988-03-01"
12497,13223243,"Temptation","First published ","Karen Ann Hopkins",1761,377,"3.78","2012-06-26"
